sample,x_new,y_new,time,year,rain0,rain1,vol,duration,turb,aws,new_name,qdna,B6,C6,C9,D4,D5,D6,D7,D9,E4,E5,E6,E7,E8,F5,F6,F7,F8,F9,G3,G4,G6,G7,G9,H10,H11,H3,H3_err,H4,H5,H7,H8,H9,I10,I11,I3,I4,I5,I6,I7,I8,I9,J10,J10a,J4,J5,J7,J8,J9,K10,K3,K4,K5,K6,K7,K8,K9,L10,L6,L7,L8,L9,M9,total_ct_within,nearest_ct,distance_to_nearest_ct
SPY182126,-1879502.3163255868,626973.0146494143,26400,2019,10.4,8.9,36,120,13.6,58773,Tamias amoenus,739,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
SPY182266,-1879502.3163255868,626973.0146494143,43080,2019,30.4,1.7,74,300,31,58773,Tamias amoenus,260,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
SPY182267,-1872376.927307288,638287.277159479,61200,2019,10.4,8.9,54,120,22.5,48075,Tamias amoenus,2276,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY182272,-1872376.927307288,638287.277159479,52620,2019,10.4,8.9,59,300,12,48075,Tamias amoenus,251,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY182287,-1879502.3163255868,626973.0146494143,43080,2019,30.4,1.7,76,300,31,58773,Tamias amoenus,44,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
SPY182306,-1879502.3163255868,626973.0146494143,61620,2019,30.4,1.7,71,300,32.7,58773,Tamias amoenus,148,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
SPY192783,-1879502.3163255868,626973.0146494143,60720,2019,42.4,10.8,77,300,39.1,58773,Tamias amoenus,208,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
SPY192786,-1872376.927307288,638287.277159479,43200,2019,4.6,22.6,75,300,37.2,48075,Tamias amoenus,36,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY192790,-1879502.3163255868,626973.0146494143,42300,2019,42.4,10.8,76,300,39.7,58773,Tamias amoenus,702,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
SPY192792,-1872376.927307288,638287.277159479,61440,2019,4.6,22.6,80,300,40.3,48075,Tamias amoenus,283,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY192798,-1872376.927307288,638287.277159479,43200,2019,4.6,22.6,76,300,37.2,48075,Tamias amoenus,31,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY180856,-1872376.927307288,638287.277159479,61200,2019,10.4,8.9,55,120,22.5,48075,Tamiasciurus hudsonicus,1528,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY180858,-1879502.3163255868,626973.0146494143,61620,2019,30.4,1.7,79,300,32.7,58773,Tamiasciurus hudsonicus,210,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
SPY181775,-1879502.3163255868,626973.0146494143,73800,2019,8.9,10.8,57,360,26.3,58773,Tamiasciurus hudsonicus,584,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
SPY182103,-1872376.927307288,638287.277159479,43380,2019,1.7,10.4,73,300,20.3,48075,Tamiasciurus hudsonicus,200,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY182104,-1872376.927307288,638287.277159479,42120,2019,10.8,30.4,78,300,43.8,48075,Tamiasciurus hudsonicus,241,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY182105,-1872376.927307288,638287.277159479,42120,2019,10.8,30.4,75,300,43.8,48075,Tamiasciurus hudsonicus,490,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY182106,-1872376.927307288,638287.277159479,61800,2019,1.7,10.4,76,300,21.7,48075,Tamiasciurus hudsonicus,504,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY182111,-1872376.927307288,638287.277159479,61800,2019,1.7,10.4,79,300,21.7,48075,Tamiasciurus hudsonicus,170,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY182113,-1872376.927307288,638287.277159479,52620,2019,10.4,8.9,66,300,12,48075,Tamiasciurus hudsonicus,1964,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY182117,-1879502.3163255868,626973.0146494143,26400,2019,10.4,8.9,31,120,13.6,58773,Tamiasciurus hudsonicus,841,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
SPY182124,-1872376.927307288,638287.277159479,64800,2019,10.4,8.9,25,30,26.5,48075,Tamiasciurus hudsonicus,20,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY182126,-1879502.3163255868,626973.0146494143,26400,2019,10.4,8.9,36,120,13.6,58773,Tamiasciurus hudsonicus,1673,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
SPY182129,-1879502.3163255868,626973.0146494143,73800,2019,8.9,10.8,58,360,26.3,58773,Tamiasciurus hudsonicus,289,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
SPY182134,-1872376.927307288,638287.277159479,43380,2019,1.7,10.4,74,300,20.3,48075,Tamiasciurus hudsonicus,143,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY182266,-1879502.3163255868,626973.0146494143,43080,2019,30.4,1.7,74,300,31,58773,Tamiasciurus hudsonicus,439,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
SPY182267,-1872376.927307288,638287.277159479,61200,2019,10.4,8.9,54,120,22.5,48075,Tamiasciurus hudsonicus,868,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY182272,-1872376.927307288,638287.277159479,52620,2019,10.4,8.9,59,300,12,48075,Tamiasciurus hudsonicus,265,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY182287,-1879502.3163255868,626973.0146494143,43080,2019,30.4,1.7,76,300,31,58773,Tamiasciurus hudsonicus,45,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
SPY182306,-1879502.3163255868,626973.0146494143,61620,2019,30.4,1.7,71,300,32.7,58773,Tamiasciurus hudsonicus,991,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
SPY192779,-1872376.927307288,638287.277159479,61440,2019,4.6,22.6,79,300,40.3,48075,Tamiasciurus hudsonicus,288,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY192781,-1872376.927307288,638287.277159479,60480,2019,10.8,30.4,79,300,39.2,48075,Tamiasciurus hudsonicus,156,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY192782,-1879502.3163255868,626973.0146494143,60720,2019,42.4,10.8,78,300,39.1,58773,Tamiasciurus hudsonicus,166,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
SPY192783,-1879502.3163255868,626973.0146494143,60720,2019,42.4,10.8,77,300,39.1,58773,Tamiasciurus hudsonicus,1374,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
SPY192784,-1879502.3163255868,626973.0146494143,64200,2019,20.2,4.6,79,300,91.7,58773,Tamiasciurus hudsonicus,480,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
SPY192786,-1872376.927307288,638287.277159479,43200,2019,4.6,22.6,75,300,37.2,48075,Tamiasciurus hudsonicus,264,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY192789,-1879502.3163255868,626973.0146494143,64200,2019,20.2,4.6,80,300,91.7,58773,Tamiasciurus hudsonicus,327,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
SPY192790,-1879502.3163255868,626973.0146494143,42300,2019,42.4,10.8,76,300,39.7,58773,Tamiasciurus hudsonicus,1419,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
SPY192791,-1872376.927307288,638287.277159479,60480,2019,10.8,30.4,79,300,39.2,48075,Tamiasciurus hudsonicus,46,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY192792,-1872376.927307288,638287.277159479,61440,2019,4.6,22.6,80,300,40.3,48075,Tamiasciurus hudsonicus,233,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY192794,-1879502.3163255868,626973.0146494143,45960,2019,20.2,4.6,75,300,86.1,58773,Tamiasciurus hudsonicus,266,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
SPY192797,-1879502.3163255868,626973.0146494143,42300,2019,42.4,10.8,74,300,39.7,58773,Tamiasciurus hudsonicus,351,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
SPY192798,-1872376.927307288,638287.277159479,43200,2019,4.6,22.6,76,300,37.2,48075,Tamiasciurus hudsonicus,126,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY192800,-1879502.3163255868,626973.0146494143,45960,2019,20.2,4.6,77,300,86.1,58773,Tamiasciurus hudsonicus,1020,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
SPY181775,-1879502.3163255868,626973.0146494143,73800,2019,8.9,10.8,57,360,26.3,58773,Ursus americanus,2912,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
SPY182126,-1879502.3163255868,626973.0146494143,26400,2019,10.4,8.9,36,120,13.6,58773,Ursus americanus,260,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
SPY182272,-1872376.927307288,638287.277159479,52620,2019,10.4,8.9,59,300,12,48075,Ursus americanus,111,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY192792,-1872376.927307288,638287.277159479,61440,2019,4.6,22.6,80,300,40.3,48075,Ursus americanus,626,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY180856,-1872376.927307288,638287.277159479,61200,2019,10.4,8.9,55,120,22.5,48075,Ursus arctos,2055,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY180858,-1879502.3163255868,626973.0146494143,61620,2019,30.4,1.7,79,300,32.7,58773,Ursus arctos,844,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
SPY181775,-1879502.3163255868,626973.0146494143,73800,2019,8.9,10.8,57,360,26.3,58773,Ursus arctos,1794,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
SPY182103,-1872376.927307288,638287.277159479,43380,2019,1.7,10.4,73,300,20.3,48075,Ursus arctos,2505,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY182104,-1872376.927307288,638287.277159479,42120,2019,10.8,30.4,78,300,43.8,48075,Ursus arctos,1052,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY182105,-1872376.927307288,638287.277159479,42120,2019,10.8,30.4,75,300,43.8,48075,Ursus arctos,2907,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY182106,-1872376.927307288,638287.277159479,61800,2019,1.7,10.4,76,300,21.7,48075,Ursus arctos,4243,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY182111,-1872376.927307288,638287.277159479,61800,2019,1.7,10.4,79,300,21.7,48075,Ursus arctos,1587,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY182113,-1872376.927307288,638287.277159479,52620,2019,10.4,8.9,66,300,12,48075,Ursus arctos,2750,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,L6,912
SPY182114,-1879502.3163255868,626973.0146494143,48600,2019,8.9,10.8,24,30,23,58773,Ursus arctos,3389,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
SPY182117,-1879502.3163255868,626973.0146494143,26400,2019,10.4,8.9,31,120,13.6,58773,Ursus arctos,1695,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,K10,702
